formid;name;werkjahr;jahrgang;titel;art;descr;web;dauer;rechte;lizenz;img1;img2;img3
232;"Bianca  Dugaro";2016;(1979);"Perforation 3, Die Welt im Taumel";Medienexperiment;"Objekte und Handlungen werden dokumentiert, wiederholt, wiedergegeben
und übereinandergelagert. Der Fokus der Kamera verbindet die laufend entstandenen Ebenen, lässt neue Bilder und Zusammenhänge über die
taumelnden Bewegungen von Kreiseln und Schablonen entstehen. Beziehungen werden verändert. Zugleich ist es ein Spiel der Schärfe und Unschärfe welche das scheinbar Reale flüchtig nachskizziert und wieder aufnimmt. Das projizierte Bild wird als eine Zusammenstellung von Ebenen, durch Fokusierung und Ueberlagerung laufend verändert.

Performation 3, Die Welt im Taumel, ist eine Arbeit aus der Reihe von aufgenommen Videoperformances. Es werden Orts- oder Objektspezifische Handlungen durchgeführt die vor laufender Kamera entstehen und direkt projiziert werden.";biancadugaro.net;10:00;hochschulnetz;cc-by;cat/232.00008.med.png;cat/232.00015.med.png;cat/232.00022.med.png
235;"Patrik  Feyfar";2016;(1966);"""Sempre nel mio cuor""";Dokumentation/Dokumentarfilm;"Das Video dokumentiert eine nur ganz leicht zusammengeschnittene Butoh Performance der bildenden Künstlerin und Butoh Tänzerin Flavia Ghisalberti im Tessin.";;15:36;hochschulnetz;cc-by;cat/235.00008.med.png;cat/235.00015.med.png;cat/235.00022.med.png
236;"Sara Ursina  Sjölin";2017;(1991);Eva;Kunstvideo;"I was recording a video when me and my friends were feeding a snake, then afterwards something happend that surprised us.";https://vimeo.com/saraursina;03.25;internet;cc-by;cat/236.00008.med.png;cat/236.00015.med.png;cat/236.00022.med.png
237;"Luca  Tarelli";2017;(1989);membrane;Installation;"Steine bilden im Schwitzhüttenritual Grundlage für die schamanische Reise, eine fiktionale Erfahrung. Mit der Einführung des Begriffs Plastiglomerat, für die Steinbildung durch Vermischung von natürlichen und anthropogenen Bestandteilen, bringt sich menschliche Erfahrung, als materialisierte Erinnerung in Plastik, als geologische Struktur selbst in die Konstitution von erfahrbarer Realität ein. Plastik oszilliert so zwischen Träger formloser Potentialität und konkreter Überresten vergangener Realitätsverhältnissen. Kunststoff ermöglicht dabei als schutzgebende und verhindert als eine abschliessende Membran zugleich, menschliche Erfahrung in unwirtlichen Konditionen. 

Das Video ist Teil einer Installation in der die Ambiguität des Formbildenden und Formlosen und deren Vergegenwärtigung verhandelt wird.";;28:23;;cc-by;cat/237.00008.med.png;cat/237.00015.med.png;cat/237.00022.med.png
238;"Sue  Irion";;(1958);;sonstiges;"Mini Trickfilm , die Zeichnungen sind von mir entstanden ,aus Adams Baby room inspiriert, Baby Welt. Artist s Vision of the Babys visons .";sueirion.com;;sichtungsstation;cc-by;cat/238.00008.med.png;cat/238.00015.med.png;cat/238.00022.med.png
239;"Michel  Pfister";2017;(1966);"Überfluss 2014 - Dok 2017";Dokumentation/Dokumentarfilm;"Die Filmdokumentation zeigt den Auf- und Abbau der ortsspezifischen Skulptur «Überfluss» für die Schweizerische Skulpturenausstellung 2014 im Freibad Marzili Bern. Nach einer Vorbereitungszeit von zwei Wochen im Projektraum der Flatterschafft in Basel, wo die Holzkreise vorfabriziert wurden, ist der Aufbau an Ort innerhalb von 3 Tagen über die Bühne gegangen. Nach der Ausstellung (6 Wochen) wurde die Arbeit an einem Nachmittag wieder abgebaut. Beim Auf- und Abbau hat Jürg Werber aus Basel geholfen. Michel Pfister, August 2017";www.michelpfister.com;8:02;mediathek;cc-by;cat/239.00008.med.png;cat/239.00015.med.png;cat/239.00022.med.png
240;"Danielle  Küchler Flores";2017;(1992);"The Individual Revolution";Fiktion;"Die Städte kamen aus praktischen Gründen zustande. Ihre praktische Veranlagung hat sich stetig weiterentwickelt. Jedoch was wird passieren, wenn die Städte ihren Höhepunkt in Nützlichkeit erreicht haben?
Eine Stadt wird nicht nur von ihren Fassaden und Infrastrukturen erlebt, sondern mehr durch ihre Bewohner. Sie sind der Inhalt, der oft in futuristischen Ideologien verloren geht, obwohl sie das Herz eines solchen Konstrukts sind. Es ist von ihnen gemacht, für sie und um sie herum.
Diese Videoarbeit diskutiert, wie das menschliche Leben in einer Stadt in 100 Jahren sein wird. Es beruht auf dem Grundsatz der positiven Einflüsse die Maschinen auf unser Leben haben können, wie zum Beispiel dass wir durch die technischen Fortschritten mehr Zeit haben werden, Mensch - homo sapiens zu sein. Der Fokus in dieser Vision, eines harmonischen Zusammenleben von Maschinen und Menschen, baut darauf auf, dass Menschen auf ein höheres Bewusstsein hinarbeiten, indem sie ihre Grundinstinkte in den Vordergrund rücken.";www.d-k-photography.com;03:07;hgk;cc-by;cat/240.00008.med.png;cat/240.00015.med.png;cat/240.00022.med.png
241;"Rahel  Sarasin";2016;(1993);Untitled;Kunstvideo;"In diesem Projekt möchte ich die Beziehung zwischen dem Sujet und der Regisseurin, Nachbearbeiterin untersuchen. Improvisation im Tanz als unmittelbare Ausdrucksform, Raum einnehmend, uneingeschränkt und kompromisslos. Cuts und Scratches als Kontrolle, Machtmarkierung und Eingreifen.  
Das Video entstand im Rahmen des Schwerpunktfaches Medium Institut visuelle Kommunikation der HGK bei Dozent Reinhard Manz.";https://vimeo.com/rahelsarasin;"3min 33 sek";internet;cc-by;cat/241.00008.med.png;cat/241.00015.med.png;cat/241.00022.med.png
242;"Anuk  Miladinović";2017;(1984);Ruth;Kunstvideo;"Die Videoarbeit „Ruth“ von Anuk Miladinović ist ein Portrait der Kunsthistorikerin Ruth P.
Im Visuellen liegt der Fokus auf Ruths Leidenschaft, sich selbst zu inszenieren, z.B. in zahlreichen Selfies, und auf ihrer Hingabe zu ihrem zweiten Ehemann, dem erfolgreichen Architekten C. P., den sie mit 33 Jahren heiratete.
Über das komplette Video werden Briefe von und an Ruth, sowie Auszüge aus ihrer Autobiografie und aus der Künstlermappe zu Ruth und C.s Kunstsammlung vorgelesen.
Die junge Ruth wird von Linnéa Schwarz und Ruth nach dem Tod von C. von Jörg Besser dargestellt. 
Die Ausstattung des Sets und das Kostüm bestehen grösstenteils aus Ruths Hinterlassenschaft. Der Innenraum ist ihrem letzten, von C. entworfenen und gebauten, Wohnsitz nachempfunden. Die Szenen sind gemäldehaft inszeniert und inspiriert durch Vorlagen aus dem Recherchematerial.";www.anukmiladinovic.com;"31 Min.";;cc-by;cat/242.00008.med.png;cat/242.00015.med.png;cat/242.00022.med.png
244;"Sabrina  Davatz";2017;(1976);"Rote Erde";Installation;"Rote Erde besteht aus vier - fünf kurzen Einstellungen einer gefundenen Landschaftsaufnahme, die in einzelne Sequenzen aufgeteilt als Komposition die aufgezeichnete Umgebung neuinterpretieren. Gleichzeitig lädt die Installation den Betrachter ein, sich in die Position der entdeckenden Kameraperson zu begeben. Die Arbeit ist ein Resultat meiner Untersuchung einer Sammlung von touristischen Amateurfilmen aus den 1960er - 80er Jahren zum subjektiven Blick auf das umgebende Andere und die eigene Einschreibung in einen fremden Ort anhand eines technischen Geräts.";;"Dauer Loops 2 - 6 Sekunden";hochschulnetz;cc-by;cat/244.00008.med.png;cat/244.00015.med.png;cat/244.00022.med.png
245;"Sara Ursina  Sjölin";2017;(1991);"Rose Marie Bricht Zusammen";Dokumentation/Dokumentarfilm;"My cousin got married in Kreuzlingen and the ceremony carried many comical aspects within that developed througout the ceremony.";https://vimeo.com/saraursina;08:21;sichtungsstation;cc-by;cat/245.00008.med.png;cat/245.00015.med.png;cat/245.00022.med.png
247;"Roman  Häfliger";2016;(1993);"A – A";Kunstvideo;"A – A ist eine fulminante Montage von Bildmaterial, das in vielen intensiven Kreativsessions
analog aus dem Buchstaben A herausgequetscht wurde. - Why are we allways thinking?
Enstand im Schwerpunktfach Medium an der HGK Institut visuelle Kommunikation, Dozent: Reinhard Manz.";;"2min 50sek";internet;cc-by;cat/247.00009.med.png;cat/247.00017.med.png;cat/247.00025.med.png
248;"Rosi  Fischer-Bernard";2017;(1974);TuttiFrutti;Animation;"Eine erfrischende Sachanimation.";www.fischerbernard.com;1Min2sec;hgk;cc-by;cat/248.00008.med.png;cat/248.00015.med.png;cat/248.00022.med.png
249;"Albena  Mihaylova Manz";2014;(1959);«Ageless»;Installation;"Vier Frauencharakter.";;"2 min, loop";internet;cc-by;cat/249.00008.med.png;cat/249.00015.med.png;cat/249.00022.med.png
250;"Lubomira  Lavrikova";2017;(1980);"Everything is just stardust";Kunstvideo;"A transcendental cosmic poem beyond this world. Something new, something old and something from the other side. What is real? And what is just a fictional imagination? The more we see, the more we get to know about ourselves.";Www.lubomira.net;05:00;sichtungsstation;cc-by;cat/250.00008.med.png;cat/250.00015.med.png;cat/250.00022.med.png
251;"Katrin  Niedermeier";2017;(1978);Pyrotoxin;Animation;"Die Animation „pyrotoxin“ behandelt das Thema der Kontrolle und Überwachung und geht im konkreten auf die fortwährende gelenkte und „gezüchtete“ Gewalt ein, die sowohl im analogen wie auch im digitalen Raum besteht und ausgeübt wird.
In meinem Projekt möchte ich die Idee eines imaginären Raumes der virtuellen Welt aufgreifen, einen surrealen und doch dem Möglichen nicht ganz fernen Ort aufzeigen, und seine Absurdität hierdurch hervorheben. Die Auflösung der Grenze zwischen dem Realen und dem nicht Realen ist hier ein wichtiger Moment, der die Absurdität der gezeigten Szene verstärkt und unserer „Wirklichkeit“ heute sehr ähnelt.";https://katrinniedermeier.com/;1:48;hochschulnetz;cc-by;cat/251.00009.med.png;cat/251.00017.med.png;cat/251.00025.med.png
254;"Sid  Iandovka / Anya Tsyrlina";2017;(1977);"pine cembra";Kunstvideo;"Can we identify the fire that our stories have lost, but that they strive, at all costs, to rediscover? (Giorgio Agamben)";www.iandovka.com;"loop (4 min)";mediathek;cc-by-nc;cat/254.00008.med.png;cat/254.00015.med.png;cat/254.00022.med.png
255;"Nadine  Cueni";2016;(1976);"Digital Plants";Installation;"Auf dem Boden liegen wie ein kleiner Seerosenteich arrangiert fünf Bildschirme. In den 5 verschiedenen Videos erscheinen ornamentartige und blumenartige Bilder in einem berauschenden Kaleidoskop von Farben und Formen aus der Natur, die sich mit Videoaufnahmen von städtischen Gebäuden, Strassen oder Menschenkörpern zu flirrenden, zerfliessenden Bildcollagen vermischen.";;"2.00-3.30 min; loop; ";internet;cc-by;cat/255.00008.med.png;cat/255.00015.med.png;cat/255.00022.med.png
259;"Raphael  Stucky";2016;(1989);Grind;Kunstvideo;"Im Video GRIND entstehen durch formale Repetition eigene Bild- und Klangstücke. Sie sind in einer collageartigen Manier zusammengefügt, wobei sonore Rhythmik die Länge der einzelnen Bildfragmente bestimmt. Die Geräusche entsprechen dem Originalton und transformieren sich durch Intervall und Wiederholung zu einer musikalisch- minimalistischen Soundkomposition. Zu sehen ist eine menschliche Figur, ein Raster und Natur – drei tragende Motive der Bildtheorie. Durch präzise Bildausschnitte rücken feine Bewegungen des Mannes in den Fokus. 
Wiederholung wird hierbei zum Ausdruck grundlegender Prozesse von Produktion und Arbeit, wobei die ausgeführte Arbeit in musikalische Einheiten übersetzt wird.
Präsentation: Projektion mit Ton (idealerweise halbdunkler Raum mit sichtbarer Soundanlage – Lautstärke eher laut – in einem Ausstellungskontext als Endlosschleife gezeigt)";www.raphaelstucky.ch;06:27;hgk;cc-by;cat/259.00008.med.png;cat/259.00015.med.png;cat/259.00022.med.png
264;"Timo  Ullmann";2016;(1987);"get credits";Kunstvideo;"get credits

Video | 2016
Webcamvideos, 4.99 Credits/min
Grösse variabel
Loop 11.39 min

 
Timo Ullmann hat professionelle Webcam-Performerinnen gegen Bezahlung aufgefordert, anstelle eines Striptease ihr Lieblings-Liebeslied vorzusingen. In den drei aufeinanderfolgenden Clips stellt je eine Webcam-Performerin ihr favorisiertes Lied vor. Der für die Frauen ungewohnte Auftrag kristallisiert die Strukturen und Beziehungen zwischen Geld, Macht, Erotik und Medien heraus. Die Clips oszillieren zwischen erotischer Unterhaltung und amateurhaftem YouTube-Karaoke.Der Betrachter wird dabei in die voyeuristische Position des Künstlers versetzt. Gelegentliche Bewegungen des Mauszeigers verweisen auf den Auftraggeber des Videos; anhand der Benutzeroberfläche kann man auf eine Social-Media-Plattform mit spezifischen Interaktionsmöglichkeiten schliessen. Spätestens mit der Warnung „You have 112 seconds left! Get Credits“ werden die Verhältnisse wieder neu definiert und die eigentliche Interaktionskonstellation von Konsument, Darstellerin und kommerziellem Erotikanbieter in den Vordergrund gerückt.Die Arbeit vereint die Gegensätze von amateurhafter Inszenierung und professioneller Authentizität, von Befehl und Verführung, von globalisierten Klischees und traditionellen Liebesliedern sowie von Romantik und Sexbusiness.

 
Christina Snopko, Kunsthistorikerin";http://timoullmann.com/get-credits/;11:39;sichtungsstation;cc-by;cat/264.00008.med.png;cat/264.00015.med.png;cat/264.00022.med.png
265;"Tom  Karrer";2017;(1977);"so oder so";Kunstvideo;"Ein Monitor steht auf einem weissen Sockel. An der Wand daneben befinden sich zwei Kopfhörer und gleich anschliessend ein alter Lichtschalter.
Steht der Schalter auf der oberen Stellung, so sieht man im Monitor das Video 1. Betätigt ein Betrachter den Schalter so wechselt das Bild auf das Video 2. Der Betrachter kann jederzeit zwischen den beiden Videos hin und her schalten, welche synchron zueinander durchlaufen. 
Im Video 1 ist ein konstruierter Raum zu sehen und in der Mitte des Bildes sitzt eine Person auf einem Sessel und wartet. Seine Bewegungen sind ungewöhnlich rucklig und die Atmung unnatürlich schnell. Im Kopfhörer hört man die Stimme einer Person die über die verschiedenen Arten und Qualitäten des Warten nachdenkt. Und im Hintergrund ist ein sich wiederholender Basslauf zu hören.
Im Video 2 ist der selbe Raum und die gleiche Person zu sehen, welche nun aber unscharf abgebildet ist und die selben Bewegungen vollzieht. In diesem Video gibt es leichte Irritationen: Die Uhr läuft nicht rund und einige Gegenstände scheinen zu atmen, zu flackern oder zu verschwinden. Und die Welt aussen am Fenster schaukelt wie auf einem Schiff hin und her. In der Tonspur ist die selbe Stimme zu hören welche nun darüber reflektiert was andere Person von ihr erwarten. die Musik ist fast identisch wie im andern Video, nur ist der Basslauf verzerrt, unperfekt und überschlagen.";"https://vimeo.com/201252849 / https://vimeo.com/201253320 / tomkarrer.ch";Loop;internet;cc-by;cat/;cat/;cat/
266;"Tom  Karrer";2016;(1977);"Bist du es wirklich Tony";Kunstvideo;"Auf dem Boden steht ein Objekt ähnlich der Form eines Micky Mouse Kopfes, auf welches ein gesichtähnliches Bild mit einem Beamer projiziert wird. Das Gesicht besteht nur aus zwei Augen und einem Mund. Die Oberfläche des Objektes ist rau und unbearbeitet.
Am Anfang schaut das Männchen etwas umher und nach kurzer Zeit beginnt es zu sprechen.
„Ich trage dieses Gefühl in mir; dieses Gefühl nicht ich zu sein. Kennst du dieses Gefühl? Ich bin mir irgendwie fremd geworden. Ich erkenne mich kaum wieder. Ich bin nicht mehr der, welcher ich einst wahr. Ich erkenne mich kaum wieder, …“
Die Figur sinniert darüber, dass etwas nicht mehr mit ihr stimmt, dass sie sich fremd fühlt und nicht mehr sich selbst ist. Einerseits ganz allgemein, in Bezug auf die Frage von Identität und Veränderung. Andererseits ganz konkret, da sie keine Figur mehr von Tony Oursler ist, sondern nun eine von tomKarrer. Eine Art Kopie, und doch etwas ganz Eigenes; ein Zitat.
Es bemerkt, dass etwas nicht mehr stimmt, aber kann noch nicht erfassen was.
Am Ende schaut es noch etwas umher, danach beginnt das Video fliessend wieder von vorne.";"https://vimeo.com/165307218 / tomkarrer.ch";Loop;internet;cc-by;cat/;cat/;cat/
267;"Katrin  Niedermeier";2017;(1978);"s.o.p. ";Installation;"Übergeordnetes Thema meines Projektes ist die vorherrschende Gewalt in der Welt, heute wie damals, digital wie analog.
Politische, religiöse oder emotionale Gründe scheinen diesen Akt der Grausamkeit immer wieder rechtfertigen zu können.
Wie im folgenden dann mit ihr umgegangen wird, bzw. sie dargestellt wird, ist Teil meiner Untersuchung und zeigt sich sowohl im Dispositiv der Arbeit, wie in der Verwendung unterschiedlichster Medien.
Hinzu kommt die Frage nach der Wirkung auf den Betrachter von dargestellter Gewalt und den Einfluss von Propaganda, die Allgegenwärtig zu seien scheint und sowohl rückwirkend sowie vorwärts gerichtet ist und die Meinung der Öffentlichkeit im eigenen Interesse formt und gestaltet. „Backwards framing “als wesentlicher Bestandteil von Propaganda. Eine Technik, welche kaum wahrnehmbar das Gedächtnis und die Perspektive auf die Vergangenheit bewusst verändert und somit unsere Realität neu gestaltet. Das Resultat ist folglich eine historische und politische Realität die sich ständig erneuert, im Dienste der Propaganda, ohne jeglichen Wahrheitsanspruch. Was zählt ist nicht der Event, sondern das empfangene Bild dessen. Also das Bild in unseren Köpfen.
Das Genre des Entertaiments wird für Propaganda Zwecke immer wieder eingesetzt, da der Inhalt kaum merk- lich verpackt und „getarnt“ werden kann. Ein Grund also, den Comic als Dispositiv der gesamten Arbeit zu wählen und den Blick des Betrachters zu führen.
Animation-Ölbild-Plexiglasplatte";https://katrinniedermeier.com/;5:59;hochschulnetz;cc-by;cat/267.00008.med.png;cat/267.00015.med.png;cat/267.00022.med.png
268;"Sara  Rohner";2016;(1964);"Durch andere Augen sehen";Kunstvideo;"Video auf kleinem Wandbildschirm 26 x 18.5 cm., 2016
Rahmen um und über Wandbildschirm als Auge bemalt 26 x 18.5 cm, das runde Videobild Ø 12.5 cm erscheint im Innern des
Auges; Videoloop 3‘28‘‘
Durch persönliche Kontakte zu Menschen, die hier leben, aber aus Afrika stammen, hat sich mein Blick auf die Welt und auch auf
die nahe Umgebung sehr verändert. Durch die intensive Auseinandersetzung damit entstand eine Reihe von Arbeiten. Das Video
ist eine davon.
Auf dem Video erscheint aus dem Wasser langsam mein Gesicht, das langsam von einem männlichen afrikanischen Gesicht überlagert
wird um dann wieder in meines überzugehen, welches dann wiederum vom Wasser überspült wird. Wenn die Gesichter
verschwunden sind, schwimmt ein Schwan ruhig übers Wasser und hinterlässt bewegte Wasserspuren hinter sich.
Die beiden Gesichter überschneiden sich nicht genau, so dass im Übergang eine Art Gesicht mit drei Augen entsteht. Das Hervortreten
des Einen bedeutet die langsame Auflösung des Anderen und irgendwo mitten in der Verschmelzung wirken die Gesichter
speziell harmonisch und vollkommen. Der stetige Wandel wird vom Wasser immer wieder überspült und neu hervorgebracht.
Wassergeplätscher untermalt die ganze Situation.
Die Arbeit ist für mich auch ein Sinnbild dafür, wie die Wahrnehmung, wenn man sich auf fremde Sichten und fremdes Erleben
einlässt, an Tiefe und Weite gewinnen kann. Die eigene Enge wird etwas gesprengt und gleichzeitig nimmt man auch die eigenen
Beschränkungen besser wahr.
Das Video wurde anhand von zwei Portait Fotos und einer Videoaufnahme vom See realisiert.
Das Video ist unter folgendem Link auf Vimeo anzuschauen:
https://vimeo.com/183870213, Kennwort: andereAugen";http://sararohner.kleio.com;"Videoloop 3‘28‘‘";mediathek;cc-by;cat/268.00008.med.png;cat/268.00015.med.png;cat/268.00022.med.png
282;"TK  Kim";2015;(2017);"Chair de peau | SKIN QUIVER";Kunstvideo;"A door closes but the light floods in. Source unknown. In this film TK Kim explores not only the movement of dancer Flavia Ghisalberti (Basel) but continues to develop and extend her filmic language. The complexity of her images, abstractions within a figurative context, layers of colour, are possible developments of her work as a painter and photographer. Her poetry may have its inception in words but lends itself happily to the manipulated digital image. TK Kim attired in the mantle of post-production improviser. Her leitmotifs inform us of a possible trauma. Perhaps something personal within the filmmaker's personal history or make up. Phillipe Alioth's soundtrack hinting and guiding, supportive in it's role, neither intrusive nor obstructive. Absorb and be washed by image and colour. avec Flavia Ghisalberti Dance)


A door closes but the light floods in. Source unknown. In this film TK Kim explores not only the movement of dancer Flavia Ghisalberti but continues to develop and extend her filmic language. The complexity of her images, abstractions within a figurative context, layers of colour, are possible developments of her work as a painter and photographer. Her poetry may have its inception in words but lends itself happily to the manipulated digital image. TK Kim attired in the mantle of post-production improviser. Her leitmotifs inform us of a possible trauma. Perhaps something personal within the filmmaker's personal history or make up. Phillipe Alioth's soundtrack hinting and guiding, supportive in it's role, neither intrusive nor obstructive. Absorb and be washed by image and colour.


Skin quivers. Pulses rippling beneath the epidermis. Triggered by a latent mind. No longer formed of history. You sleep. It is deeper, you have fallen from consciousness into a coma. By accident or illness you are now suspended from the external world and yet physically present within it. You can no longer connect with hot or cold, sun or rain, day or night, accepted or rejected, loved or unloved. You are an internalised flotation tank. Cocooned. What does it take to break free of that state? You are a chrysalis in reverse. In a vegetative state you will erode, decay. In this stillness of life you will expire. Will you have awareness of your exit?";https://tkkimblog.wordpress.com/;"27 min (3 parts, each can be play separatly)";hochschulnetz;cc-by-nc;cat/282.00008.med.png;cat/282.00015.med.png;cat/282.00022.med.png
292;"regina  simon";2017;(17.08.1943);"1.) ""weltstrukturen mir einverleiben / filter 0,001"", 2017___ 2.) ""weltstrukturen und meine dinge/ filter1,001, 2017   ";Kunstvideo;"Am 17.und 18.06.2017 von 16 -18 h  wurden  meine beiden je zweistündigen malperformances öffentlich aufgeführt und gefilmt. Es handelt sich um zwei live-malereien  von je 4 x 6 m für die sgbk-ausstellung „Zwischen Grenzen“ im sept/okt 2017 im LANEF, l'art contemporain, ch-Le Noirmont. Diese art malaktionen sind für mich rituale und filterungssysteme, welche  mir helfen die täglich auf mich einströmenden bild- und informationseindrücke zu verarbeiten und mir einzuver-leiben.  „Weltstrukturen einverleiben“ und „weltstrukturen und die dinge“ habe ich sie betitelt. Mein filmschnitt wird sich auf je 4-8 min beschränken.";www.regina-simon.ch;"beide 4 bis 8min ( sind noch in arbeit )";;cc-by;cat/;cat/;cat/
293;"katrin  niedermeier";2016;(1978);blooming;Animation;"Blooming übersetzt: aufblühend, ausblühend, blühend, aber auch verdammt, verflixt, verflucht.
„Blooming“ als Metapher für den Versuch, das Internet als komplexes System der Kommunikation und Kontrolle zu beschreiben und mit dem Garten von Versailles zur Zeit des Barocks gedanklich zu verschränken.
Der Garten von Versailles, welcher die damalige politische Macht perfekt widerspiegelte und zugleich die politische Realität selbst bildete, als Sinnbild des heutigen Internets, einem virtuellen Ort der kontrollierten Kommunikation, mit multiplen sozialen und ökonomischen Verwebungen und politischen Hierarchien.";https://katrinniedermeier.com/;"2:06 ";hochschulnetz;cc-by-nc;cat/293.00008.med.png;cat/293.00015.med.png;cat/293.00022.med.png
295;"Katrin  Niedermeier";2016;(1978);wonderworld;Kunstvideo;"dieses Video mit dem Titel „wonderworld“ konzeptualisiert im übertragenen Sinn die neue und erweiterte Form der Wahrnehmung unseres Lebensraumes, die sie durch den Dialog digitaler Medien und Technik mit unserer „realen“, analogen Welt erfährt. Zusätzliche Inspiration dieser Animation ist der Phantasiewelt der Kinder entnommen, in der Monster zum Leben erweckt werden können und neue Traumwelten entstehen.
„Digitales zappen“, durch farbigste, digitale Bilder, Videos, und Kinderzeichnungen bestimmen dieses Video, werden digital kollagiert und in vielfältigen Handlungssträngen erzählt.
Es gibt somit kurze Einblicke in unterschiedlichste, mysteriöse, Zauberwelten, durch die ""gezappt"" wird und sich mit dem „realen Raum“ vermengen.
Eine Parallele zu unserer heutigen Gesellschaftsstruktur, in der Grenzen zwischen Realität und digitaler Welt, Illusionen und Dimensionen sich verschieben und neue Formen und Phänomene entstehen lassen.";https://katrinniedermeier.com/;5:26;hochschulnetz;cc-by-nc;cat/295.00008.med.png;cat/295.00015.med.png;cat/295.00022.med.png
298;"Kate  Burgener";2016;(1957);"rosa pendulina";Kunstvideo;"dog rose climbing
hovering above the ground
on black polished stones in a rivated cage
moving out from anywhere 
in red patterns of safe hold
rise at day towards the 
leafy branches of the woods

forced female outcries from the past
show though the berries of seabuckthorn 

A fairy in a bathing hut
steps out at dawn as in a spell
a passing glance in cold green water
wiped away to reach the stars

...all immersed into the deep.";www.poolart.ch;2.23';hgk;cc-by;cat/298.00008.med.png;cat/298.00015.med.png;cat/298.00022.med.png
311;"Laetitia  Reymond";2016;(1978);"Die Zehn";Fiktion;"Ein Filmset. Zehn Porzellanfiguren. Ein Ufo. Und Susi.";;08.40;;cc-by;cat/311.00008.med.png;cat/311.00015.med.png;cat/311.00022.med.png
314;"Dsu  Ranger";2017;(1977);"the 3rd cameraman";Fiktion;"„We were just shooting the movie and he said: I go to get a lamp, or a battery - and never came back...“

The 3rd cameraman is a black & white mystery shortfilm, shot in the city of vienna by Kinofabrik Basel members Pascal Treuthardt & dsu ranger 2017. The shortfilm is inspired by the movie „the third man“ of Carol Reed 1949. 

As maincharacters apear swiss filmproducer Sam (Sam F. Ingold, CH), traveling to Vienna on the quest of a mysterious co-producer Harry (Pascal Treuthardt, CH) and his lost films... As other maincharacters appear Anna (Rebecca Furfaro, I) and her friend Roberto (Matteo Pasquini, I/NL).



dsu production in association with Pascal Treuthardt and Kino Dynamique present a DSU RANGER film • cast SAM F. INGOLD • PASCAL TREUTHARDT • REBECCA FURFARO • MATTEO PASQUINI • additional cast SISSY STERNTHAL • IRENE GRUBER • location assistance MARIA PROCK • PUNKS BAR CREAU • VIENNA • styling assistance TOBIAS
music • 3 IS A MAGIC NUMBER by BOB DOROUGH • INCREASE THE UNIVERSE by DUBCIRCUS • TRIPING OUT by CURTIS MAYFIELD • camera & edit DSU RANGER
Inspired by ""The Third Man"" by carol reed, 1949 • special thanks SANDRA for accommodation
KINO 5 VIENNA team for props • Vienna Citybikes for transport • sony, apple, gopro & tascam
nikola tesla • creau • 2017 @ kino dynamique, Vienna (A) *** one love ***";;10:45;internet;cc-by;cat/314.00008.med.png;cat/314.00015.med.png;cat/314.00022.med.png
317;"Yolanda Esther  Natsch";2016;(1983);"o o (Tagpfauenauge)";Installation;"Auf schwarzem Grund sind zwei Augenflecken von Schmetterlingsflügeln zu sehen. Grundlage für diese Arbeit sind Schmetterlingsfotografien aus dem Internet, die ich digital bearbeitet habe. Die einzelnen Bilder habe ich durch sehr langsames Überblenden zu einer Animation zusammengestellt. Im Video entsteht deshalb der Eindruck von einem Augenpaar, das sich fortlaufend ein wenig verändert. Das Video wird auf einem Monitor im Loop gezeigt.";www.madenkosmos.ch;loop;hochschulnetz;cc-by;cat/317.00008.med.png;cat/317.00015.med.png;cat/317.00022.med.png
318;"Yolanda  Natsch";2016;(1985);"o o (peacock pansy)";Installation;"Auf schwarzem Grund sind zwei Augenflecken von Schmetterlingsflügeln zu sehen. Grundlage für diese Arbeit sind Schmetterlingsfotografien aus dem Internet, die ich digital bearbeitet habe. Die einzelnen Bilder habe ich durch sehr langsames Überblenden zu einer Animation zusammengestellt. Im Video entsteht deshalb der Eindruck von einem Augenpaar, das sich fortlaufend ein wenig verändert. Das Video wird auf einem Monitor im Loop gezeigt.";www.madenkosmos.ch;Loop;hochschulnetz;cc-by;cat/318.00008.med.png;cat/318.00015.med.png;cat/318.00022.med.png
